review_id,target
1797,8
1798,0
1800,8
1808,0
1811,0
1812,8
1814,0
1818,8
1823,8
1824,8
1825,8
1827,0
1830,8
1833,8
1834,8
1838,0
1841,8
1844,0
1846,8
1849,0
1851,0
1853,8
1858,8
1859,8
1872,6
1875,0
1885,0
1888,0
1893,0
1898,0
1904,0
1905,0
1914,8
1917,0
1922,8
1934,0
1935,0
1936,8
1938,8
1940,0
1941,0
1947,8
1950,8
1957,0
1958,8
1959,0
1960,8
1962,8
1965,0
1970,8
1974,0
1978,0
1982,8
1985,8
1986,8
1988,8
1989,8
1990,0
1995,0
2007,0
2017,8
2022,"1,8"
2025,0
2028,8
2036,8
2037,0
2040,0
2044,0
2046,8
2051,8
2056,0
2058,0
2059,8
2060,8
2062,0
2068,8
2076,0
2078,0
2079,8
2080,"1,8"
2084,0
2086,"0,8"
2090,0
2091,8
2097,8
2099,8
2103,8
2105,0
2108,0
2111,8
2112,0
2113,0
2117,8
2120,8
2124,8
2126,8
2133,0
2145,8
2155,8
2157,8
2161,0
2163,8
2168,8
2171,8
2172,8
2174,8
2179,8
2180,0
2183,8
2184,0
2185,0
2187,8
2189,0
2190,8
2194,0
2195,0
2199,8
2200,0
2202,8
2204,8
2205,"1,8"
2208,0
2209,8
2211,8
2212,"1,8"
2218,0
2219,5
2226,0
2228,8
2232,0
2238,8
2252,8
2253,0
2263,8
2265,8
2273,0
2275,8
2277,8
2280,8
2282,8
2283,8
2284,0
2286,0
2290,8
2300,1
2302,0
2308,0
2312,0
2313,0
2315,0
2319,0
2321,8
2335,0
2336,8
2337,8
2341,8
2344,8
2353,8
2358,8
2359,0
2361,0
2363,8
2367,8
2368,8
2371,0
2376,0
2379,0
2380,0
2388,0
2395,0
2397,8
2402,8
2403,0
2405,3
2411,"1,8"
2412,0
2414,8
2417,8
2421,8
2425,0
2436,"1,8"
2438,"1,8"
2443,0
2447,0
2454,8
2470,0
2474,8
2476,0
2477,8
2480,0
2481,0
2485,8
2494,8
2496,"1,6"
2501,8
2502,0
2503,0
2507,8
2511,8
2516,8
2518,"1,8"
2519,0
2538,0
2541,8
2543,0
2545,0
2550,0
2554,0
2556,8
2557,8
2558,8
2559,8
2561,0
2572,0
2575,8
2577,0
2587,8
2593,0
2595,8
2604,8
2612,8
2616,0
2621,8
2623,8
2627,8
2632,0
2635,8
2636,8
2642,0
2644,8
2649,0
2651,8
2652,0
2660,0
2663,0
2664,8
2667,8
2668,0
2671,0
2676,8
2677,8
2683,8
2684,8
2686,8
2687,8
2692,8
2695,8
2697,0
2703,8
2704,8
2709,8
2712,8
2718,8
2727,8
2730,8
2731,8
2733,"1,8"
2736,8
2739,8
2746,0
2750,0
2753,8
2758,8
2759,8
2761,8
2763,0
2765,0
2773,8
2786,0
2788,8
2790,"3,8"
2792,8
2795,8
2798,8
2802,8
2805,8
2806,8
2810,8
2819,0
2825,0
2826,8
2828,8
2829,8
2833,8
2834,8
2836,0
2842,8
2852,8
2854,8
2858,8
2862,"1,8"
2865,8
2871,0
2877,8
2881,8
2887,0
2891,0
2894,8
2897,0
2901,8
2908,8
2914,8
2916,8
2918,8
2920,0
2923,0
2924,0
2927,8
2931,8
2934,0
2938,8
2944,0
2949,0
2952,8
2953,8
2965,8
2973,0
2976,0
2977,0
2981,8
2982,8
2985,8
2988,0
2990,"1,8"
2995,0
2999,0
3000,8
3004,0
3011,0
3013,8
3014,8
3020,0
3023,8
3024,8
3027,8
3039,8
3042,0
3047,0
3049,8
3054,0
3062,8
3069,8
3072,8
3073,8
3074,0
3085,8
3089,0
3090,0
3092,8
3093,8
3096,"6,8"
3101,8
3105,8
3106,8
3112,8
3119,8
3123,8
3125,0
3127,8
3128,0
3129,0
3130,0
3132,8
3137,8
3138,8
3139,0
3143,8
3144,8
3152,0
3157,0
3160,8
3161,8
3162,0
3165,8
3168,"6,8"
3174,0
3176,8
3177,8
3181,0
3187,8
3190,8
3191,8
3194,0
3196,0
3204,8
3205,8
3207,8
3211,8
3212,"1,8"
3213,0
3214,8
3217,8
3218,0
3222,8
3224,8
3227,8
3232,8
3235,0
3239,8
3242,8
3246,8
3252,8
3257,0
3258,1
3265,8
3267,8
3270,0
3274,8
3275,0
3276,0
3285,8
3287,8
3288,0
3292,8
3295,0
3296,0
3300,8
3313,8
3314,0
3321,8
3322,0
3323,0
3326,8
3327,0
3330,0
3334,0
3336,0
3338,0
3340,8
3341,8
3344,8
3345,0
3346,8
3353,0
3357,8
3363,8
3365,0
3366,8
3368,8
3371,0
3374,0
3377,0
3379,0
3380,8
3387,8
3388,0
3394,"0,8"
3396,8
3401,8
3405,0
3406,0
3417,8
3420,8
3429,0
3433,0
3436,8
3442,0
3443,8
3444,"0,8"
3445,8
3447,0
3451,0
3454,8
3456,"1,8"
3458,8
3464,0
3472,0
3474,8
3477,0
3479,"1,8"
3481,"0,8"
3484,8
3485,8
3488,0
3495,8
3499,8
3502,"0,8"
3503,8
3506,0
3510,0
3512,0
3517,8
3523,0
3525,0
3526,"1,8"
3527,0
3530,0
3543,0
3545,8
3551,8
3553,8
3560,8
3563,0
3568,0
3569,0
3574,0
3575,8
3582,0
3584,8
3589,0
3591,8
3593,8
3594,8
3605,8
3609,0
3612,0
3613,8
3618,0
3620,8
3623,8
3627,8
3642,0
3643,0
3644,0
3652,8
3655,8
3658,0
3660,8
3671,0
3674,0
3675,0
3677,8
3678,0
3679,8
3686,8
3689,8
3700,8
3702,0
3704,0
3711,"0,8"
3712,8
3713,8
3716,8
3719,0
3722,0
3742,0
3749,0
3759,8
3760,0
3761,8
3765,8
3767,0
3772,0
3775,8
3778,0
3779,0
3789,8
3794,8
3796,3
3800,8
3808,0
3809,8
3812,8
3814,8
3815,0
3819,0
3823,"1,8"
3825,0
3827,8
3828,8
3832,0
3840,0
3842,0
3846,8
3848,8
3855,8
3856,0
3858,8
3860,0
3875,8
3877,8
3881,0
3886,8
3887,8
3888,0
3893,0
3894,8
3895,0
3896,8
3897,0
3900,0
3905,8
3916,0
3917,0
3919,0
3925,0
3926,8
3931,8
3937,0
3938,0
3939,0
3940,8
3944,8
3948,8
3951,8
3952,8
3954,0
3958,8
3959,0
3971,0
3973,8
3977,0
3978,8
3986,0
3989,0
3991,8
3992,8
3993,8
3994,8
4002,0
4003,0
4005,0
4008,0
4010,8
4012,8
4017,0
4019,0
4025,8
4040,8
4041,8
4043,8
4045,8
4047,0
4055,0
4056,8
4059,0
4061,8
4066,8
4067,8
4072,3
4073,8
4081,0
4088,8
4098,8
4101,0
4107,8
4115,0
4122,8
4129,0
4132,0
4133,8
4141,8
4143,0
4145,0
4147,0
4148,8
4149,1
4151,0
4154,8
4156,"0,8"
4160,3
4161,8
4163,8
4173,0
4178,0
4186,"1,8"
4188,8
4195,8
4197,1
4198,0
4200,8
4201,8
4204,8
4205,0
4209,0
4213,0
4218,"0,8"
4221,8
4226,0
4230,0
4235,0
4242,"0,8"
4248,8
4250,8
4251,0
4252,0
4264,8
4268,0
4273,"1,8"
4276,8
4278,0
4294,8
4296,8
4298,0
4305,8
4307,0
4314,0
4319,0
4327,8
4331,0
4343,3
4348,8
4351,8
4362,8
4364,8
4365,8
4369,8
4370,8
4371,8
4372,0
4374,0
4377,8
4379,8
4381,8
4383,0
4387,8
4389,0
4396,0
4400,8
4403,8
4406,0
4407,8
4413,8
4415,0
4420,8
4423,8
4429,0
4431,8
4439,0
4440,0
4441,8
4442,8
4447,0
4449,0
4450,8
4459,8
4461,8
4462,0
4464,0
4465,8
4466,8
4472,8
4477,0
4481,8
4483,0
4484,8
4490,8
4495,8
4496,0
4498,8
4502,0
4508,8
4512,0
4515,8
4516,8
4524,8
4528,8
4533,0
4541,0
4542,0
4547,"6,8"
4548,8
4555,8
4559,8
4564,0
4565,0
4566,8
4572,8
4576,8
4578,8
4579,0
4585,8
4586,0
4589,8
4592,8
4597,0
4598,8
4600,8
4602,8
4609,0
4611,8
4612,0
4616,8
4628,8
4634,3
4636,0
4642,8
4644,8
4645,8
4655,8
4660,8
4667,8
4678,0
4700,8
4704,8
4707,0
4711,0
4712,8
4716,"1,8"
4718,0
4728,0
4732,0
4733,"0,8"
4742,0
4746,8
4748,0
4751,0
4753,8
4758,0
4759,0
4760,0
4766,0
4774,0
4778,0
4780,0
4784,8
4788,8
4792,8
4795,0
4797,0
4799,0
4801,8
4804,8
4806,"1,8"
4813,0
4814,5
4816,8
4817,8
4852,8
4854,8
4856,8
4864,8
4866,0
4874,0
4875,8
4881,8
4888,0
4893,8
4903,8
4906,8
4908,0
4910,0
4913,8
4914,0
4915,0
4917,8
4922,0
4923,0
4926,8
4930,0
4933,8
4934,8
4937,8
4939,8
4940,0
4941,8
4945,0
4950,8
4960,0
4964,8
4965,0
4966,8
4967,8
4969,8
4973,8
4979,8
4991,0
4993,"0,8"
4995,8
5002,8
5003,0
5010,"1,8"
5011,0
5013,8
5014,8
5017,0
5019,0
5022,0
5029,1
5034,8
5037,0
5042,0
5048,0
5051,8
5055,0
5063,0
5066,0
5068,0
5070,8
5073,0
5076,0
5078,8
5082,8
5084,0
5089,8
5093,6
5094,8
5097,8
5098,8
5100,0
5101,0
5107,8
5108,8
5125,0
5130,0
5133,8
5134,"0,8"
5142,8
5151,8
5158,8
5167,8
5169,0
5172,0
5175,"1,8"
5176,8
5186,"6,8"
5198,0
5201,0
5207,1
5208,8
5214,0
5215,0
5218,8
5219,8
5220,8
5224,8
5228,8
5231,8
5237,8
5238,0
5240,"1,8"
5249,"6,8"
5257,0
5267,8
5275,0
5276,0
5277,8
5282,8
5285,0
5289,1
5292,0
5293,0
5297,8
5299,8
5301,0
5302,0
5304,8
5306,0
5316,0
5322,0
5326,8
5328,0
5331,0
5337,8
5341,8
5344,0
5346,0
5349,8
5350,8
5352,8
5355,8
5356,0
5359,8
5360,8
5363,8
5375,8
5376,0
5379,0
5382,8
5384,0
5390,8
5393,8
5400,8
5401,0
5402,0
5406,8
5407,0
5410,8
5411,3
5414,0
5415,8
5416,8
5422,8
5423,8
5425,8
5429,8
5434,8
5438,8
5439,8
5440,8
5448,0
5450,8
5453,8
5461,0
5463,0
5472,8
5473,8
5478,8
5480,8
5487,8
5489,8
5492,8
5495,8
5496,0
5503,8
5513,8
5515,0
5521,0
5525,8
5527,8
5531,0
5535,0
5538,"1,8"
5547,8
5554,0
5555,8
5557,0
5561,8
5563,8
5565,0
5578,0
5582,8
5583,8
5586,8
5587,8
5591,8
5593,8
5609,0
5614,0
5617,0
5619,0
5622,8
5627,0
5630,8
5634,0
5641,8
5646,8
5650,"1,8"
5651,0
5654,8
5669,8
5670,8
5673,0
5676,0
5683,0
5694,8
5697,0
5703,8
5705,0
5708,8
5709,0
5714,0
5717,0
5718,8
5727,0
5740,8
5741,8
5747,8
5757,8
5762,8
5763,8
5776,0
5785,8
5786,8
5789,0
5790,8
5796,8
5797,0
5798,0
5799,8
5800,8
5801,0
5807,0
5809,0
5811,0
5825,8
5827,0
5830,8
5834,0
5836,8
5846,8
5855,8
5866,8
5868,0
5870,8
5876,8
5881,"1,8"
5889,0
5891,8
5895,0
5898,8
5903,8
5912,0
5930,8
5936,8
5943,8
5950,8
5951,0
5955,8
5963,8
5970,8
5974,0
5976,0
5978,0
5980,8
5985,0
5990,8
5991,8
6001,0
6005,8
6006,3
6011,0
6015,8
6017,0
6020,0
6027,8
6028,0
6029,0
6030,8
6033,0
6034,"1,8"
6038,8
6043,8
6049,8
6054,8
6055,0
6064,"1,8"
6067,0
6068,8
6083,8
6087,8
6088,8
6096,6
6097,8
6110,0
6112,0
6114,0
6117,8
6120,0
6132,0
6134,0
6137,8
6145,"0,8"
6151,8
6159,0
6161,0
6162,8
6164,8
6168,8
6170,0
6174,8
6176,8
6177,8
6185,0
6188,0
6198,8
6200,8
6212,3
6214,8
6215,"1,8"
6216,8
6219,0
6223,8
6227,8
6228,0
6230,8
6231,0
6237,8
6238,8
6241,8
6247,0
6248,"0,8"
6253,0
6254,8
6257,8
6258,0
6263,8
6264,8
6268,0
6269,8
6271,8
6273,8
6275,8
6277,8
6278,0
6279,8
6281,8
6282,8
6284,8
6285,8
6292,8
6297,8
6299,"1,8"
6305,8
6314,0
6320,0
6321,8
6325,8
6326,8
6327,8
6330,0
6331,8
6332,8
6333,"6,8"
6336,8
6340,8
6341,0
6344,"1,8"
6345,8
6346,"6,8"
6350,8
6351,8
6354,0
6362,8
6364,8
6366,0
6368,"1,8"
6372,0
6375,0
6382,8
6383,8
6387,0
6395,8
6397,"1,8"
6401,0
6402,8
6407,0
6409,0
6414,0
6416,8
6417,0
6419,8
6421,8
6422,0
6425,0
6429,8
6430,8
6438,0
6441,"0,8"
6444,0
6445,0
6446,0
6447,8
6448,8
6451,0
6452,0
6454,"0,8"
6464,8
6474,0
6475,0
6478,8
6482,0
6483,8
6485,8
6490,8
6495,0
6500,8
6504,"0,8"
6506,0
6509,0
6515,0
6518,0
6519,8
6520,0
6523,0
6525,0
6526,8
6529,8
6532,8
6536,8
6538,0
6543,0
6547,0
6549,0
6553,8
6554,0
6563,8
6577,0
6583,8
6584,8
6586,0
6587,0
6598,0
6600,0
6602,8
6603,8
6605,0
6606,8
6610,8
6612,0
6616,0
6621,8
6624,0
6625,0
6626,8
6627,8
6634,"1,8"
6636,0
6645,8
6650,8
6651,"1,5,8"
6658,0
6668,8
6671,0
6680,8
6689,"1,8"
6691,8
6692,0
6696,0
6698,0
6701,8
6704,0
6705,8
6707,8
6708,8
6709,8
6715,0
6717,8
6718,0
6720,8
6723,0
6725,"1,5"
6729,0
6730,8
6736,8
6754,8
6757,8
6758,0
6768,8
6771,8
6773,0
6774,0
6776,0
6780,0
6782,0
6786,3
6791,0
6798,0
6801,8
6807,0
6811,0
6812,0
6817,8
6818,8
6819,0
6827,8
6838,8
6843,8
6848,0
6854,8
6855,8
6862,8
6866,8
6873,8
6879,8
6885,0
6886,8
6895,8
6896,0
6898,"1,8"
6899,8
6905,8
6912,8
6913,8
6918,8
6928,0
6930,0
6931,"1,6"
6932,8
6934,8
6940,8
6945,8
6947,"0,8"
6949,8
6963,8
6966,"1,8"
6969,0
6972,0
6973,0
6978,"0,8"
6979,0
6994,8
6997,3
7001,8
7007,8
7013,8
7016,0
7017,8
7019,0
7023,0
7028,0
7029,0
7030,"1,8"
7032,0
7034,0
7035,8
7037,8
7052,8
7055,8
7056,0
7060,"0,8"
7065,8
7066,0
7074,8
7076,0
7080,0
7081,8
7084,8
7086,"1,8"
7087,0
7088,0
7095,"1,8"
7099,8
7107,3
7108,0
7117,8
7125,0
7131,8
7140,8
7148,8
7151,8
7152,0
7154,0
7167,8
7169,8
7176,8
7184,8
7187,8
7188,8
7189,8
7190,0
7193,"6,8"
7194,0
7195,8
7204,8
7208,8
7209,8
7213,0
7222,0
7223,8
7230,8
7236,0
7243,8
7250,0
7255,0
7257,8
7261,0
7262,8
7270,0
7275,0
7285,0
7288,0
7290,"6,8"
7293,0
7297,"6,8"
7299,8
7301,0
7303,0
7307,8
7311,8
7314,0
7316,"1,8"
7317,8
7321,0
7324,"3,8"
7329,8
7330,0
7332,0
7335,8
7337,0
7343,8
7346,8
7356,0
7360,8
7363,8
7365,8
7368,8
7371,0
7373,8
7376,8
7383,8
7386,1
7392,0
7393,0
7402,8
7406,8
7410,0
7411,0
7420,"1,8"
7422,0
7429,0
7430,8
7438,8
7439,0
7443,8
7444,0
7445,0
7446,0
7447,8
7457,8
7460,0
7461,0
7464,0
7469,"1,8"
7478,0
7480,8
7488,0
7489,8
7490,8
7492,0
7501,0
7502,0
7504,0
7506,8
7516,0
7518,8
7519,8
7520,0
7528,"1,8"
7533,8
7536,0
7542,8
7543,0
7545,0
7546,8
7549,0
7557,8
7567,0
7572,0
7575,8
7580,"1,8"
7584,8
7588,0
7589,0
7595,8
7610,8
7618,8
7620,8
7623,0
7629,8
7631,0
7633,"1,8"
7639,8
7640,8
7641,"0,8"
7642,8
7643,"1,8"
7644,8
7646,8
7652,0
7653,8
7656,0
7667,0
7671,8
7672,"1,8"
7675,0
7679,8
7683,0
7688,8
7689,8
7691,0
7696,8
7699,8
7700,8
7704,8
7707,8
7712,8
7714,0
7720,8
7723,8
7724,0
7726,0
7731,0
7734,8
7738,8
7744,8
7753,8
7754,0
7755,8
7765,8
7769,0
7777,8
7779,8
7783,0
7784,8
7788,0
7789,0
7792,8
7794,0
7801,8
7807,0
7816,8
7821,"0,8"
7822,0
7837,0
7838,8
7841,0
7843,0
7846,8
7847,8
7849,8
7855,8
7856,0
7860,0
7862,8
7866,8
7869,8
7870,8
7873,0
7880,8
7882,8
7886,8
7897,0
7902,0
7905,8
7911,8
7913,8
7920,0
7922,8
7923,0
7924,0
7926,0
7939,0
7942,8
7943,0
7945,8
7953,0
7957,"1,8"
7961,8
7962,0
7968,8
7969,3
7970,0
7972,8
7978,0
7980,0
7982,0
7984,8
7988,8
7990,8
7998,0
8002,0
8011,0
8015,8
8018,8
8023,8
8029,"1,7"
8030,8
8032,0
8033,8
8034,8
8039,8
8040,8
8041,0
8042,0
8044,0
8045,8
8048,0
8051,8
8055,8
8056,8
8058,0
8059,8
8064,8
8066,8
8070,8
8078,8
8080,0
8083,8
8086,3
8092,8
8093,7
8100,8
8102,8
8103,8
8104,0
8118,8
8123,8
8129,8
8130,8
8141,8
8145,8
8150,0
8159,8
8162,8
8163,8
8167,8
8169,8
8171,8
8173,3
8175,8
8180,0
8187,0
8188,8
8192,8
8194,8
8195,8
8197,8
8205,8
8208,8
8216,8
8219,8
8220,8
8221,8
8227,8
8231,0
8232,8
8237,0
8257,8
8262,8
8269,"1,8"
8271,0
8277,8
8281,0
8282,8
8284,0
8301,8
8302,8
8307,0
8312,0
8314,8
8317,8
8326,8
8331,8
8332,8
8333,0
8336,8
8341,8
8343,0
8345,0
8347,8
8352,0
8354,8
8356,0
8360,8
8366,8
8369,8
8370,8
8374,0
8379,0
8381,8
8383,0
8384,8
8385,8
8386,8
8388,0
8392,0
8393,"3,8"
8394,0
8395,0
8402,0
8403,0
8413,0
8417,0
8418,8
8422,8
8425,0
8434,8
8436,0
8439,8
8441,8
8448,0
8449,0
8454,8
8455,0
8460,8
8461,8
8467,0
8473,8
8475,8
8478,8
8479,8
8485,8
8487,8
8492,0
8496,8
8498,0
8504,"1,8"
8505,0
8510,8
8512,0
8515,0
8516,0
8520,8
8522,8
8524,8
8534,8
8536,8
8545,0
8550,8
8551,8
8555,8
8556,8
8558,8
8567,8
8569,8
8570,8
8575,8
8581,8
8586,0
8587,8
8591,0
8595,8
8597,8
8605,"1,8"
8606,0
8608,8
8612,8
8618,0
8620,0
8621,0
8626,0
8629,0
8637,8
8643,0
8646,0
8649,0
8650,8
8651,8
8655,0
8656,0
8660,8
8661,8
8662,8
8671,8
8683,8
8690,8
8692,8
8697,0
8698,0
8704,8
8705,8
8709,0
8713,8
8721,0
8729,8
8735,8
8737,0
8743,8
8745,0
8751,8
8755,0
8760,8
8761,8
8767,0
8768,0
8775,8
8778,8
8782,8
8789,8
8795,8
8796,0
8799,8
8800,0
8810,8
8821,8
8827,0
8831,0
8832,8
8834,8
8837,8
8841,0
8845,8
8846,0
8850,0
8857,8
8859,8
8863,0
8866,0
8869,8
8884,0
8885,8
8888,8
8891,0
8895,0
8902,0
8904,8
8907,8
8908,8
8914,8
8915,0
8916,8
8918,"3,8"
8919,8
8920,8
8921,0
8924,0
8925,8
8937,0
8942,0
8943,8
8945,0
8946,8
8950,8
8958,8
8959,8
8960,8
8963,"1,8"
8966,8
8967,0
8970,0
8974,8
8980,8
9001,8
9006,0
9009,8
9010,0
9011,8
9012,0
9015,0
9016,0
9021,8
9022,8
9025,0
9026,0
9028,8
9030,8
9032,0
9033,8
9037,0
9041,8
9042,0
9046,0
9049,0
9051,0
9054,8
9056,8
9061,8
9068,8
9069,0
9073,8
9074,8
9079,8
9080,8
9084,0
9088,0
9090,8
9093,8
9101,0
9107,0
9108,8
9110,8
9111,8
9112,8
9113,8
9114,0
9116,8
9118,0
9122,8
9125,8
9127,8
9130,0
9136,0
9139,8
9141,8
9147,0
9148,8
9149,8
9163,8
9167,0
9170,0
9175,8
9179,8
9184,8
9187,0
9193,8
9194,"6,8"
9199,3
9200,0
9202,8
9211,8
9218,8
9219,8
9221,0
9226,0
9227,8
9228,0
9229,8
9230,0
9236,0
9237,8
9242,0
9244,0
9249,0
9253,8
9254,8
9255,0
9258,0
9263,8
9264,8
9266,0
9275,0
9277,0
9283,8
9287,0
9289,8
9292,0
9294,8
9297,8
9298,8
9299,1
9303,8
9304,0
9305,0
9308,8
9309,8
9310,0
9320,0
9337,8
9339,8
9346,"3,8"
9349,0
9350,0
9356,0
9358,8
9360,8
9361,0
9362,0
9363,8
9370,0
9373,8
9378,0
9380,8
9381,8
9383,8
9389,8
9393,0
9397,0
9401,8
9404,8
9405,8
9407,8
9408,8
9413,8
9420,8
9421,0
9422,0
9432,8
9435,8
9439,8
9441,0
9450,0
9458,0
9466,8
9468,0
9485,8
9490,"1,7"
9495,0
9497,0
9498,0
9499,0
9510,0
9513,0
9515,8
9518,8
9528,0
9529,8
9530,8
9534,8
9543,8
9545,8
9550,0
9554,8
9560,0
9561,8
9563,8
9564,8
9565,0
9570,0
9583,8
9585,8
9591,8
9595,8
9600,8
9603,8
9604,8
9614,8
9615,8
9618,0
9621,8
9624,8
9633,0
9635,8
9637,0
9638,6
9642,8
9651,0
9655,0
9656,8
9657,8
9669,8
9670,0
9671,8
9674,8
9679,8
9683,0
9684,8
9687,8
9688,0
9695,8
9698,0
9702,8
9706,0
9712,8
9716,0
9719,8
9725,0
9735,8
9739,0
9745,8
9746,8
9750,0
9751,8
9753,"0,8"
9754,8
9757,8
9758,0
9760,8
9762,8
9766,8
9773,8
9774,8
9785,"1,8"
9786,0
9788,0
9789,0
9790,8
9791,8
9797,8
9817,0
9819,0
9828,8
9836,8
9839,8
9847,0
9848,0
9850,8
9854,"1,8"
9855,8
9857,8
9859,0
9861,0
9869,0
9877,8
9883,8
9889,0
9893,8
9897,0
9898,8
9900,0
9909,8
9910,8
9926,8
9931,0
9933,0
9937,0
9946,8
9951,0
9954,"0,8"
9955,0
9957,0
9962,8
9970,8
9975,0
9977,0
9979,"6,8"
9982,8
9985,0
9988,8
9989,0
9992,"0,8"
9996,8
10002,3
10005,0
10008,0
10012,0
10015,8
10017,8
10018,0
10019,0
10024,8
10031,8
10033,3
10037,0
10038,8
10042,0
10052,6
10055,0
10059,0
10060,8
10062,0
10064,0
10081,8
10083,0
10086,0
10088,0
10091,8
10095,0
10098,0
10100,8
10105,0
10106,8
10109,0
10110,8
10119,8
10121,8
10126,8
10127,8
10129,0
10132,8
10133,8
10143,8
10151,8
10161,0
10168,0
10171,8
10176,8
10185,"6,8"
10186,0
10191,8
10192,0
10194,0
10196,0
10199,0
10205,8
10206,8
10211,8
10216,8
10217,8
10224,8
10228,0
10229,0
10232,3
10233,0
10237,8
10240,8
10244,8
10252,0
10254,8
10261,8
10264,0
10265,0
10270,0
10273,8
10274,8
10275,8
10278,0
10289,0
10291,0
10296,8
10298,0
10305,0
10306,8
10309,0
10310,0
10315,8
10317,8
10318,8
10323,0
10327,8
10329,0
10331,8
10333,0
10337,0
10338,"1,8"
10340,8
10341,0
10350,8
10353,8
10354,0
10364,8
10365,0
10369,"1,8"
10372,8
10377,0
10381,0
10385,0
10396,0
10403,8
10405,0
10409,8
10410,8
10412,0
10413,3
10418,0
10420,0
10423,0
10424,8
10427,8
10429,8
10433,0
10441,8
10446,0
10453,8
10456,8
10458,0
